path,label,fold_id,source_filename,clip_id,window_id,pipeline_name,augment_desc,source_type
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_base_w00.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w00,base,base,glass_base
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_shift_gain_w00_c00.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w00,shift_gain,shift_gain(time_shift+gain),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_shift_gain_w00_c01.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w00,shift_gain,shift_gain(time_shift+gain),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_stretch_reverb_w00_c00.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w00,stretch_reverb,stretch_reverb(time_stretch+reverb),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_stretch_reverb_w00_c01.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w00,stretch_reverb,stretch_reverb(time_stretch+reverb),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_shift_mix_w00_c00.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w00,shift_mix,shift_mix(time_shift+mix),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_shift_mix_w00_c01.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w00,shift_mix,shift_mix(time_shift+mix),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_filter_gain_w00_c00.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w00,filter_gain,filter_gain(filter+gain),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_filter_gain_w00_c01.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w00,filter_gain,filter_gain(filter+gain),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_gain_mix_w00_c00.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w00,gain_mix,gain_mix(gain+mix),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_stretch_filter_w00_c00.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w00,stretch_filter,stretch_filter(time_stretch+filter),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_base_w01.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w01,base,base,glass_base
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_shift_gain_w01_c00.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w01,shift_gain,shift_gain(time_shift+gain),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_shift_gain_w01_c01.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w01,shift_gain,shift_gain(time_shift+gain),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_stretch_reverb_w01_c00.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w01,stretch_reverb,stretch_reverb(time_stretch+reverb),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_stretch_reverb_w01_c01.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w01,stretch_reverb,stretch_reverb(time_stretch+reverb),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_shift_mix_w01_c00.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w01,shift_mix,shift_mix(time_shift+mix),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_shift_mix_w01_c01.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w01,shift_mix,shift_mix(time_shift+mix),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_filter_gain_w01_c00.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w01,filter_gain,filter_gain(filter+gain),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_filter_gain_w01_c01.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w01,filter_gain,filter_gain(filter+gain),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_gain_mix_w01_c00.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w01,gain_mix,gain_mix(gain+mix),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-20133-A-39_stretch_filter_w01_c00.npy,glass_breaking,1,1-20133-A-39.wav,1-20133-A-39,w01,stretch_filter,stretch_filter(time_stretch+filter),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-84536-A-39_base_w00.npy,glass_breaking,1,1-84536-A-39.wav,1-84536-A-39,w00,base,base,glass_base
/workspace/cache/mel64/glass_breaking/fold1/1-84536-A-39_shift_gain_w00_c00.npy,glass_breaking,1,1-84536-A-39.wav,1-84536-A-39,w00,shift_gain,shift_gain(time_shift+gain),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-84536-A-39_shift_gain_w00_c01.npy,glass_breaking,1,1-84536-A-39.wav,1-84536-A-39,w00,shift_gain,shift_gain(time_shift+gain),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-84536-A-39_stretch_reverb_w00_c00.npy,glass_breaking,1,1-84536-A-39.wav,1-84536-A-39,w00,stretch_reverb,stretch_reverb(time_stretch+reverb),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-84536-A-39_stretch_reverb_w00_c01.npy,glass_breaking,1,1-84536-A-39.wav,1-84536-A-39,w00,stretch_reverb,stretch_reverb(time_stretch+reverb),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-84536-A-39_shift_mix_w00_c00.npy,glass_breaking,1,1-84536-A-39.wav,1-84536-A-39,w00,shift_mix,shift_mix(time_shift+mix),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-84536-A-39_shift_mix_w00_c01.npy,glass_breaking,1,1-84536-A-39.wav,1-84536-A-39,w00,shift_mix,shift_mix(time_shift+mix),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-84536-A-39_filter_gain_w00_c00.npy,glass_breaking,1,1-84536-A-39.wav,1-84536-A-39,w00,filter_gain,filter_gain(filter+gain),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-84536-A-39_filter_gain_w00_c01.npy,glass_breaking,1,1-84536-A-39.wav,1-84536-A-39,w00,filter_gain,filter_gain(filter+gain),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-84536-A-39_gain_mix_w00_c00.npy,glass_breaking,1,1-84536-A-39.wav,1-84536-A-39,w00,gain_mix,gain_mix(gain+mix),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-84536-A-39_stretch_filter_w00_c00.npy,glass_breaking,1,1-84536-A-39.wav,1-84536-A-39,w00,stretch_filter,stretch_filter(time_stretch+filter),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-84704-A-39_base_w00.npy,glass_breaking,1,1-84704-A-39.wav,1-84704-A-39,w00,base,base,glass_base
/workspace/cache/mel64/glass_breaking/fold1/1-84704-A-39_shift_gain_w00_c00.npy,glass_breaking,1,1-84704-A-39.wav,1-84704-A-39,w00,shift_gain,shift_gain(time_shift+gain),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-84704-A-39_shift_gain_w00_c01.npy,glass_breaking,1,1-84704-A-39.wav,1-84704-A-39,w00,shift_gain,shift_gain(time_shift+gain),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-84704-A-39_stretch_reverb_w00_c00.npy,glass_breaking,1,1-84704-A-39.wav,1-84704-A-39,w00,stretch_reverb,stretch_reverb(time_stretch+reverb),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-84704-A-39_stretch_reverb_w00_c01.npy,glass_breaking,1,1-84704-A-39.wav,1-84704-A-39,w00,stretch_reverb,stretch_reverb(time_stretch+reverb),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-84704-A-39_shift_mix_w00_c00.npy,glass_breaking,1,1-84704-A-39.wav,1-84704-A-39,w00,shift_mix,shift_mix(time_shift+mix),glass_aug
/workspace/cache/mel64/glass_breaking/fold1/1-84704-A-39_shift_mix_w00_c01.npy,glass_breaking,1,1-84704-A-39.wav,1-84704-A-39,w00,shift_mix,shift_mix(time_shift+mix),glass_aug
